Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:28:57,2.31,797,829705,829355,829327,1,0.5
2023-03-23 00:29:03,2.30,795,829704,829355,829327,1,0.5
2023-03-23 00:29:09,2.31,797,829705,829355,829327,1,0.5
2023-03-23 00:29:14,2.33,799,829706,829355,829327,1,0.5
2023-03-23 00:29:20,2.31,797,829706,829355,829327,1,0.5
2023-03-23 00:29:26,2.30,796,829707,829355,829327,1,0.5
2023-03-23 00:29:32,2.31,797,829704,829356,829327,1,0.5
2023-03-23 00:29:38,2.31,798,829702,829356,829327,1,0.5
2023-03-23 00:29:44,2.31,798,829705,829356,829327,1,0.5
2023-03-23 00:29:49,2.30,797,829707,829356,829327,1,0.5
2023-03-23 00:29:55,2.33,799,829708,829356,829327,1,0.5
2023-03-23 00:30:01,2.33,799,829705,829356,829327,1,0.5
2023-03-23 00:30:07,2.31,798,829704,829356,829327,1,0.5
2023-03-23 00:30:13,2.31,798,829703,829356,829327,1,0.5
2023-03-23 00:30:19,2.30,797,829704,829356,829327,1,0.5
2023-03-23 00:30:25,2.30,797,829707,829356,829327,1,0.5
2023-03-23 00:30:30,2.32,799,829707,829356,829327,1,0.5
2023-03-23 00:30:36,2.32,799,829707,829356,829327,1,0.5
2023-03-23 00:30:42,2.31,798,829705,829356,829327,1,0.5
2023-03-23 00:30:48,2.31,798,829703,829356,829327,1,0.5
2023-03-23 00:30:54,2.30,796,829702,829356,829328,1,0.5
2023-03-23 00:31:00,2.30,798,829703,829356,829328,1,0.5
2023-03-23 00:31:05,2.27,791,829706,829356,829328,1,0.5
2023-03-23 00:31:11,2.30,797,829705,829356,829328,1,0.5
2023-03-23 00:31:17,2.31,799,829703,829356,829328,1,0.5
2023-03-23 00:31:23,2.30,797,829703,829356,829328,1,0.5
2023-03-23 00:31:29,2.31,799,829706,829356,829328,1,0.5
2023-03-23 00:31:35,2.29,796,829706,829357,829328,1,0.5
2023-03-23 00:31:41,2.27,792,829703,829357,829328,1,0.5
2023-03-23 00:31:46,2.30,799,829703,829357,829328,1,0.5
2023-03-23 00:31:52,2.30,799,829703,829357,829328,1,0.5
2023-03-23 00:31:58,2.30,799,829703,829357,829328,1,0.5
2023-03-23 00:32:04,2.30,798,829704,829357,829328,1,0.5
2023-03-23 00:32:10,2.30,798,829705,829357,829328,1,0.5
2023-03-23 00:32:16,2.27,793,829706,829357,829328,1,0.5
2023-03-23 00:32:22,2.29,797,829705,829357,829328,1,0.5
2023-03-23 00:32:27,2.29,797,829703,829357,829328,1,0.5
2023-03-23 00:32:33,2.30,799,829704,829357,829328,1,0.5
2023-03-23 00:32:39,2.30,798,829703,829357,829328,1,0.5
2023-03-23 00:32:45,2.27,794,829703,829357,829328,1,0.5
2023-03-23 00:32:51,2.29,798,829703,829357,829328,1,0.5
2023-03-23 00:32:57,2.29,798,829705,829357,829328,1,0.5
2023-03-23 00:33:02,2.30,799,829704,829357,829328,1,0.5
2023-03-23 00:33:08,2.27,795,829703,829358,829328,1,0.5
2023-03-23 00:33:14,2.29,798,829704,829358,829328,1,0.5
2023-03-23 00:33:20,2.27,795,829704,829358,829328,1,0.5
2023-03-23 00:33:26,2.29,798,829704,829358,829328,1,0.5
2023-03-23 00:33:32,2.29,798,829704,829358,829328,1,0.5
2023-03-23 00:33:38,2.27,794,829703,829358,829328,1,0.5
2023-03-23 00:33:43,2.31,799,829705,829358,829328,1,0.5
2023-03-23 00:33:49,2.27,794,829705,829358,829328,1,0.5
2023-03-23 00:33:55,2.29,799,829703,829358,829328,1,0.5
2023-03-23 00:34:01,2.29,799,829704,829359,829328,1,0.5
2023-03-23 00:34:07,2.27,797,829705,829359,829328,1,0.5
2023-03-23 00:34:13,2.29,799,829705,829359,829328,1,0.5
2023-03-23 00:34:18,2.27,795,829705,829359,829328,1,0.5
2023-03-23 00:34:24,2.27,797,829703,829359,829328,1,0.5
2023-03-23 00:34:30,2.27,796,829704,829359,829328,1,0.5
2023-03-23 00:34:36,2.27,797,829705,829359,829328,1,0.5
2023-03-23 00:34:42,2.27,797,829703,829359,829328,1,0.5
2023-03-23 00:34:48,2.25,793,829700,829360,829328,1,0.5
2023-03-23 00:34:54,2.29,799,829701,829359,829328,1,0.5
2023-03-23 00:34:59,2.27,798,829703,829359,829328,1,0.5
2023-03-23 00:35:05,2.27,798,829702,829359,829328,1,0.5
2023-03-23 00:35:11,2.26,795,829704,829360,829328,1,0.5
2023-03-23 00:35:17,2.26,795,829706,829360,829328,1,0.5
2023-03-23 00:35:23,2.26,796,829704,829360,829328,1,0.5
2023-03-23 00:35:29,2.24,792,829703,829360,829328,1,0.5
2023-03-23 00:35:35,2.27,799,829703,829360,829328,1,0.5
2023-03-23 00:35:40,2.27,798,829704,829360,829328,1,0.5
2023-03-23 00:35:46,2.27,798,829704,829360,829328,1,0.5
2023-03-23 00:35:52,2.27,798,829702,829360,829328,1,0.5
2023-03-23 00:35:58,2.25,795,829705,829361,829328,1,0.5
2023-03-23 00:36:04,2.26,797,829706,829361,829328,1,0.5
2023-03-23 00:36:10,2.27,798,829705,829361,829328,1,0.5
2023-03-23 00:36:15,2.26,797,829703,829361,829328,1,0.5
2023-03-23 00:36:21,2.30,799,829703,829361,829328,1,0.5
2023-03-23 00:36:27,2.25,796,829704,829361,829328,1,0.5
2023-03-23 00:36:33,2.27,798,829704,829361,829328,1,0.5
2023-03-23 00:36:39,2.27,798,829707,829361,829328,1,0.5
2023-03-23 00:36:45,2.27,799,829706,829362,829328,1,0.5
2023-03-23 00:36:51,2.25,796,829705,829362,829328,1,0.5
2023-03-23 00:36:56,2.27,799,829704,829362,829328,1,0.5
2023-03-23 00:37:02,2.23,791,829704,829363,829328,1,0.5
2023-03-23 00:37:08,2.26,798,829707,829363,829328,1,0.5
2023-03-23 00:37:14,2.27,799,829706,829363,829328,1,0.5
